
03/06 14:24:22.599: [app] INFO: SIGTERM received (../src/main.c:53)
03/06 14:24:22.600: [app] INFO: Open5GS daemon terminating... (../src/main.c:226)
03/06 14:24:22.601: [upf] INFO: PFCP de-associated [127.0.0.4]:8805 (../src/upf/pfcp-sm.c:180)
03/06 14:24:22.601: [upf] INFO: [Removed] Number of UPF-sessions is now 0 (../src/upf/context.c:212)
03/06 14:24:22.602: [app] INFO: UPF terminate...done (../src/upf/app.c:39)
Open5GS daemon v2.5.8

03/06 14:24:22.799: [app] INFO: Configuration: '/etc/open5gs/upf.yaml' (../lib/app/ogs-init.c:126)
03/06 14:24:22.799: [app] INFO: File Logging: '/var/log/open5gs/upf.log' (../lib/app/ogs-init.c:129)
03/06 14:24:22.807: [pfcp] INFO: pfcp_server() [127.0.0.7]:8805 (../lib/pfcp/path.c:30)
03/06 14:24:22.807: [gtp] INFO: gtp_server() [127.0.0.7]:2152 (../lib/gtp/path.c:30)
03/06 14:24:22.808: [app] INFO: UPF initialize...done (../src/upf/app.c:31)
03/06 14:24:23.069: [pfcp] INFO: ogs_pfcp_connect() [127.0.0.4]:8805 (../lib/pfcp/path.c:61)
03/06 14:24:23.070: [upf] INFO: PFCP associated [127.0.0.4]:8805 (../src/upf/pfcp-sm.c:173)
03/06 14:24:44.733: [upf] INFO: [Added] Number of UPF-Sessions is now 1 (../src/upf/context.c:178)
03/06 14:24:44.740: [gtp] INFO: gtp_connect() [127.0.0.4]:2152 (../lib/gtp/path.c:60)
03/06 14:24:44.740: [upf] INFO: UE F-SEID[UP:0x1 CP:0x1] APN[internet] PDN-Type[1] IPv4[10.45.0.2] IPv6[] (../src/upf/context.c:397)
03/06 14:24:44.740: [upf] INFO: UE F-SEID[UP:0x1 CP:0x1] APN[internet] PDN-Type[1] IPv4[10.45.0.2] IPv6[] (../src/upf/context.c:397)
03/06 14:24:44.742: [gtp] INFO: gtp_connect() [127.0.1.1]:2152 (../lib/gtp/path.c:60)
